1.800002812500000005e+02	2.267351999999999919e+02	1.833577999999999975e+02	1.819906806945800781e+01	3.510634460449218750e+02	1.800000000000000000e+01	2.915971999999999866e+02
2.699999472656249395e+02	1.780688000000000102e+02	2.296605000000000132e+02	2.091569137573242188e+01	2.716427917480468750e+02	1.800001220703126137e+01	2.906070000000000277e+02
3.515624999999994449e-04	2.242435000000000116e+02	2.956200000000000045e+02	2.391265869140625000e+01	1.891022033691406250e+02	2.399998779296873863e+01	3.710475999999999885e+02
9.000070312499998693e+01	2.901598999999999933e+02	2.322152000000000100e+02	2.075537490844726562e+01	9.137378692626953125e+01	2.399997558593747726e+01	3.716404999999999745e+02
1.799994902343749743e+02	2.269647999999999968e+02	1.660850000000000080e+02	2.396641349792480469e+01	3.536412658691406250e+02	2.400001220703126137e+01	2.812423000000000002e+02
2.700001406249999718e+02	1.606611000000000047e+02	2.295104000000000042e+02	2.663022804260253906e+01	2.714089660644531250e+02	2.400001220703126137e+01	2.801553000000000111e+02
1.230468750000011935e-04	2.240166999999999859e+02	3.145153000000000247e+02	2.983391380310058594e+01	1.872618103027343750e+02	2.999998779296873863e+01	3.861390000000000100e+02
8.999966601562499591e+01	3.089257999999999811e+02	2.323947000000000003e+02	2.691099548339843750e+01	9.122865295410156250e+01	3.000000000000000000e+01	3.865778999999999996e+02
1.800005273437499795e+02	2.272301999999999964e+02	1.473275999999999897e+02	2.985182762145996094e+01	3.552617187500000000e+02	2.999998779296873863e+01	2.708116999999999734e+02
2.699999472656249395e+02	1.419864000000000033e+02	2.292966000000000122e+02	3.230445480346679688e+01	2.712888183593750000e+02	2.999998779296873863e+01	2.696981000000000108e+02
2.636718749999995837e-04	2.239230000000000018e+02	3.351456000000000017e+02	3.570719146728515625e+01	1.859234619140625000e+02	3.600000000000000000e+01	4.030683000000000220e+02
8.999945507812499557e+01	3.297117000000000075e+02	2.326625999999999976e+02	3.316521835327148438e+01	9.117604064941406250e+01	3.599996337890627274e+01	4.035364999999999895e+02
1.799997539062499925e+02	2.275391999999999939e+02	1.267573000000000008e+02	3.571683502197265625e+01	3.563836975097656250e+02	3.599998779296873863e+01	2.604639999999999986e+02
2.699996484374999568e+02	1.215377000000000010e+02	2.290363999999999862e+02	3.788671112060546875e+01	2.712161254882812500e+02	3.599997558593747726e+01	2.592857000000000198e+02
-5.273437499999852895e-05	2.235945000000000107e+02	3.586725000000000136e+02	4.161769866943359375e+01	1.850202026367187500e+02	4.199992675781248863e+01	4.226587999999999852e+02
8.999959570312499579e+01	3.533718999999999824e+02	2.328922000000000025e+02	3.945219039916992188e+01	9.110222625732421875e+01	4.199995117187501137e+01	4.232144999999999868e+02
1.799999824218749893e+02	2.277939000000000078e+02	1.034080000000000013e+02	4.158773422241210938e+01	3.571781921386718750e+02	4.200002441406252274e+01	2.501665000000000134e+02
2.699999648437499786e+02	9.825329999999999586e+01	2.286783000000000072e+02	4.349088287353515625e+01	2.711859436035156250e+02	4.199998779296873863e+01	2.488925000000000125e+02
-1.757812499999997224e-04	2.232933999999999912e+02	3.861268999999999778e+02	4.770020675659179688e+01	1.842809143066406250e+02	4.799998779296873863e+01	4.460425000000000182e+02
9.000028125000000045e+01	3.807497000000000185e+02	2.333109000000000037e+02	4.577600860595703125e+01	9.110643768310546875e+01	4.800001220703126137e+01	4.465471000000000004e+02
1.799996484374999852e+02	2.282798999999999978e+02	7.611620000000000630e+01	4.764098739624023438e+01	3.578736572265625000e+02	4.799997558593753411e+01	2.406354000000000042e+02
2.700001230468749327e+02	7.073839999999999861e+01	2.284610000000000127e+02	4.941770553588867188e+01	2.710893554687500000e+02	4.799998779296873863e+01	2.391617999999999995e+02
7.031249999999919509e-05	2.229841000000000122e+02	4.195928999999999860e+02	5.434011840820312500e+01	1.836524963378906250e+02	5.400001220703126137e+01	4.751632000000000176e+02
8.999941992187498840e+01	4.140815999999999804e+02	2.337290000000000134e+02	5.264873504638671875e+01	9.108066558837890625e+01	5.399998779296873863e+01	4.754922000000000253e+02
1.799997890624999854e+02	2.288489999999999895e+02	4.284870000000000090e+01	5.425659179687500000e+01	3.584421997070312500e+02	5.399996337890627274e+01	2.328257999999999868e+02
2.700000703124999291e+02	3.737510000000000332e+01	2.280572999999999979e+02	5.572460937500000000e+01	2.710491638183593750e+02	5.400000000000000000e+01	2.310996000000000095e+02
